Brand;Movement;Case material;Bracelet material;Year of production;Condition;Scope of delivery;Gender;Price;Availability;Shape;Face Area;Crystal;Dial;Bracelet color;Watches Sold by the Seller;Active listing of the seller;Fast Shipper;Trusted Seller;Punctuality;Seller Reviews;age;is_modern;price_log;seller_reputation_score;scope_score;price_anomaly_low;price_anomaly_high;seller_consistent
Chanel;Quartz;White gold;Leather;2019.5;Used (Very good);No original box, no original papers;Women's watch;12060.0;Item is in stock;Circular;198.703125;Sapphire crystal;Black;Black;251.0;757.0;0;0;1;157.0;6.5;1;9.397732385583243;0.3333333333333333;0;0;0;0
U-Boat;Quartz;Steel;Rubber;2024.0;New;Original box, original papers;Men's watch/Unisex;1000.0;Item is in stock;Circular;692.37;Sapphire crystal;Black;Black;3536.0;1256.0;0;1;1;2421.0;2.0;1;6.90875477931522;0.6666666666666666;3;0;0;1
Armani;Quartz;Steel;Leather;2023.0;New;Original box, original papers;Women's watch;183.0;Item is in stock;Circular;401.92;Mineral Glass;Silver;Pink;6335.0;1271.0;1;1;1;4693.0;3.0;1;5.214935757608986;1.0;3;0;0;1
Ball;Automatic;Steel;Steel;2024.0;New;Original box, no original papers;Men's watch/Unisex;1986.0;Item is in stock;Circular;628.0;Sapphire crystal;Blue;Black;2224.0;4983.0;1;1;1;1455.0;2.0;1;7.594381242551817;1.0;2;0;0;0
Grand Seiko;Manual winding;Steel;Steel;2024.0;New;Original box, original papers;Men's watch/Unisex;4495.0;Item is in stock;Circular;508.68;Sapphire crystal;Blue;Silver;1506.0;534.0;1;1;1;1105.0;2.0;1;8.410943391573527;1.0;3;0;0;1
Breguet;Automatic;Titanium;Rubber;2014.0;Used (Very good);Original papers, no original box;Men's watch/Unisex;13500.0;Item is in stock;Circular;628.0;Sapphire crystal;Blue;Blue;895.0;533.0;1;1;1;697.0;12.0;1;9.510519035757246;1.0;1;0;0;1
Richard Mille;Automatic;Rose gold;Rubber;2020.0;Used (Very good);Original papers, no original box;Men's watch/Unisex;119950.0;Item is in stock;Circular;537.3325;Sapphire crystal;Skeletonized;Black;3088.0;1614.0;0;1;1;2340.0;6.0;1;11.694838605040093;0.6666666666666666;1;0;0;1
Aquastar;Automatic;Steel;Leather;1973.0;Used (Good);No original box, no original papers;Men's watch/Unisex;995.0;Item is in stock;Rectangular;1755.0;Plexiglass;Black;Black;1395.0;1103.0;1;1;1;862.0;53.0;0;6.903747257584598;1.0;0;0;0;1
Franck Muller;Automatic;Rose gold;Leather;2023.0;Used (Very good);No original box, no original papers;Men's watch/Unisex;6793.0;Item is in stock;Circular;453.73;Sapphire crystal;Silver;Blue;417.0;200.0;1;1;1;296.0;3.0;1;8.82379514872053;1.0;0;0;0;1
Bruno Söhnle;Automatic;Steel;Steel;2024.0;New;Original box, original papers;Men's watch/Unisex;1461.0;Item available on request;Circular;612.398125;Sapphire crystal;Green;Steel;50.0;22.0;1;1;1;40.0;2.0;1;7.2875606403097235;1.0;3;0;0;1
Longines;Automatic;Steel;Crocodile skin;2023.0;Like new & unworn;Original box, original papers;Men's watch/Unisex;1470.0;Item is in stock;Circular;581.783125;Sapphire crystal;Black;Black;2265.0;436.0;1;1;1;1331.0;3.0;1;7.293697720601438;1.0;3;0;0;1
Citizen;Automatic;Steel;Steel;2024.0;Used (Very good);Original box, original papers;Men's watch/Unisex;909.0;Item is in stock;Circular;712.2933000000002;Sapphire crystal;Blue;Black;228.0;20.0;0;1;1;119.0;2.0;1;6.813444599510896;0.6666666666666666;3;0;0;1
Eberhard & Co.;Automatic;Silver;Leather;1972.0;Used (Very good);Original box, no original papers;Men's watch/Unisex;5405.0;Item is in stock;Rectangular;1554.0;Sapphire crystal;White;Brown;306.0;169.0;1;1;1;288.0;54.0;0;8.595264726836392;1.0;2;0;0;1
NOMOS;Manual winding;Steel;Leather;2022.0;Like new & unworn;Original box, original papers;Men's watch/Unisex;1173.0;Item is in stock;Circular;508.68;Sapphire crystal;White;Brown;580.0;419.0;0;0;0;448.0;4.0;1;7.068172000388042;0.0;3;0;0;1
Blancpain;Automatic;Platinum;Leather;2022.0;Used (Very good);Original papers, no original box;Men's watch/Unisex;68587.0;Item is in stock;Rectangular;2044.5;Sapphire crystal;Silver;Black;1428.0;1815.0;1;0;1;880.0;4.0;1;11.135872871298742;0.6666666666666666;1;0;0;0
Franc Vila;Automatic;Steel;Leather;2024.0;Like new & unworn;Original papers, no original box;Men's watch/Unisex;3281.0;Item is in stock;Circular;692.37;Sapphire crystal;Black;Black;987.0;332.0;1;1;1;751.0;2.0;1;8.096208271650037;1.0;1;0;0;1
Chronoswiss;Manual winding;Steel;Leather;2005.0;Used (Very good);Original box, original papers;Men's watch/Unisex;3683.0;Item is in stock;Circular;759.88;Sapphire crystal;Black;Black;2478.0;1727.0;0;1;1;2038.0;21.0;1;8.211754397375197;0.6666666666666666;3;0;0;1
Luminox;Quartz;Steel;Rubber;2023.0;New;Original box, original papers;Men's watch/Unisex;895.0;Item is in stock;Circular;759.88;Sapphire crystal;Black;Green;1428.0;1815.0;1;0;1;880.0;3.0;1;6.79794041297493;0.6666666666666666;3;0;0;0
Revue Thommen;Automatic;Steel;Rubber;2022.0;Like new & unworn;Original box, no original papers;Men's watch/Unisex;948.0;Item is in stock;Circular;692.37;Sapphire crystal;Black;Blue;1370.0;880.0;1;0;1;939.0;4.0;1;6.855408798609928;0.6666666666666666;2;0;0;1
Edox;Automatic;Steel;Leather;2022.5;Used (Good);Original box, original papers;Men's watch/Unisex;699.0;Item is in stock;Circular;725.7325000000001;Sapphire crystal;Silver;Brown;6085.0;1159.0;1;1;1;4246.0;3.5;1;6.551080335043404;1.0;3;0;0;1
Frederique Constant;Automatic;Steel;Crocodile skin;2023.0;Used (Good);Original box, no original papers;Men's watch/Unisex;2097.0;Item is in stock;Circular;692.37;Sapphire crystal;Silver;Blue;30.0;52.0;1;1;1;25.0;3.0;1;7.6487397889562425;1.0;2;0;0;0
Glycine;Automatic;Steel;Leather;2024.0;Like new & unworn;Original box, original papers;Men's watch/Unisex;574.0;Item is in stock;Circular;725.7325000000001;Sapphire crystal;Green;Green;580.0;419.0;0;0;0;448.0;2.0;1;6.354370040797351;0.0;3;0;0;1
Hublot;Automatic;Steel;Leather;2021.0;Used (Very good);Original box, original papers;Men's watch/Unisex;7389.0;Item is in stock;Circular;692.37;Sapphire crystal;Black;Black;2.0;33.0;1;1;1;448.0;5.0;1;8.907883013942248;1.0;3;0;0;0
Tiffany;Quartz;Steel;Leather;2004.0;Used (Fair);No original box, no original papers;Women's watch;909.0;Item is in stock;Circular;141.6925;Sapphire crystal;Silver;Black;17900.0;12042.0;1;1;1;12545.0;22.0;1;6.813444599510896;1.0;0;0;0;1
Jaeger-LeCoultre;Automatic;Platinum;Leather;2017.0;Used (Very good);Original box, no original papers;Men's watch/Unisex;17950.0;Item is in stock;Circular;725.7325000000001;Sapphire crystal;Grey;Grey;3088.0;1614.0;0;1;1;2340.0;9.0;1;9.79540110267107;0.6666666666666666;2;0;0;1
Sector;Quartz;Gold/Steel;Lizard skin;1990.0;Like new & unworn;Original papers, no original box;Men's watch/Unisex;313.0;Item is in stock;Circular;453.73;Sapphire crystal;White;Brown;580.0;419.0;0;0;0;448.0;36.0;0;5.749392985908253;0.0;1;0;0;1
Chronoswiss;Quartz;Steel;Leather;2005.0;New;No original box, no original papers;Men's watch/Unisex;2331.0;Item is in stock;Circular;692.37;Sapphire crystal;Black;Black;17.0;21.0;0;1;1;15.0;21.0;1;7.754481547470383;0.6666666666666666;0;0;0;0
TAG Heuer;Automatic;Steel;Rubber;2022.0;New;Original box, no original papers;Men's watch/Unisex;1440.0;Item is in stock;Circular;794.8125;Sapphire crystal;Black;Black;320.0;941.0;1;1;1;163.0;4.0;1;7.273092595999522;1.0;2;0;0;0
Jacob & Co.;Automatic;Titanium;Rubber;2021.0;New;Original box, original papers;Men's watch/Unisex;26214.0;Item is in stock;Circular;867.0325;Sapphire crystal;Black;White;42.0;73.0;0;1;1;34.0;5.0;1;10.174087045006633;0.6666666666666666;3;0;0;0
Pierre DeRoche;Automatic;Steel;Leather;2014.0;Used (Very good);No original box, no original papers;Men's watch/Unisex;7635.0;Item is in stock;Circular;692.37;Sapphire crystal;Black;Black;139.0;106.0;0;1;1;122.0;12.0;1;8.940629184845639;0.6666666666666666;0;0;0;1
Nivada;Quartz;Steel;Steel;2024.0;New;Original box, original papers;Men's watch/Unisex;634.0;Item needs to be procured;Circular;566.77;Sapphire crystal;Black;Black;3109.0;738.0;0;1;1;2202.0;2.0;1;6.453624998892692;0.6666666666666666;3;0;0;1
Jean Marcel;Automatic;Steel;Leather;2024.0;New;Original box, original papers;Men's watch/Unisex;1538.0;Item needs to be procured;Rectangular;1457.0;Sapphire crystal;Blue;Blue;1076.0;1330.0;1;1;1;945.0;2.0;1;7.338888133838879;1.0;3;0;0;0
Glycine;Automatic;Steel;Leather;2020.0;Like new & unworn;Original box, original papers;Men's watch/Unisex;1190.0;Item is in stock;Circular;628.0;Sapphire crystal;White;Black;580.0;419.0;0;0;0;448.0;6.0;1;7.0825485693553;0.0;3;0;0;1
Bomberg;Quartz;Steel;Rubber;2022.0;New;Original box, original papers;Men's watch/Unisex;645.0;Item is in stock;Circular;794.8125;Sapphire crystal;Green;Black;250.0;162.0;1;0;1;172.0;4.0;1;6.470799503782602;0.6666666666666666;3;0;0;1
TW Steel;Quartz;Steel;Steel;2013.0;Like new & unworn;Original box, original papers;Men's watch/Unisex;865.0;Item is in stock;Circular;794.8125;Sapphire crystal;Green;Black;14650.0;5537.0;1;1;1;7437.0;13.0;1;6.763884908562435;1.0;3;0;0;1
NOMOS;Automatic;Steel;Steel;2023.0;Used (Very good);No original box, no original papers;Men's watch/Unisex;2200.0;Item is in stock;Circular;692.37;Sapphire crystal;Brown;Steel;580.0;419.0;0;0;0;448.0;3.0;1;7.696667081526462;0.0;0;0;0;1
Spinnaker;Automatic;Steel;Steel;2024.0;Like new & unworn;Original box, original papers;Men's watch/Unisex;270.0;Item is in stock;Circular;692.37;Sapphire crystal;Black;Silver;14650.0;5537.0;1;1;1;7437.0;2.0;1;5.602118820879701;1.0;3;0;0;1
Chopard;Automatic;Steel;Steel;2010.0;Used (Very good);Original box, original papers;Men's watch/Unisex;5300.0;Item is in stock;Circular;777.2481250000001;Sapphire crystal;Silver;Steel;468.0;291.0;1;1;1;306.0;16.0;1;8.575650760987806;1.0;3;0;0;1
Locman;Quartz;Steel;Leather;2010.0;Used (Very good);Original box, no original papers;Men's watch/Unisex;287.0;Item is in stock;Circular;830.5300000000001;Sapphire crystal;Mother of pearl;Black;580.0;419.0;0;0;0;448.0;16.0;1;5.662960480135946;0.0;2;0;0;1
Bremont;Automatic;Steel;Rubber;2024.0;Used (Very good);Original box, original papers;Men's watch/Unisex;4703.0;Item is in stock;Circular;692.37;Sapphire crystal;Grey;Black;74.0;113.0;0;0;1;55.0;2.0;1;8.456168489578463;0.3333333333333333;3;0;0;0
Zodiac;Automatic;Steel;Steel;2024.0;New;Original box, original papers;Men's watch/Unisex;2095.0;Item is in stock;Circular;628.0;Sapphire crystal;Blue;Black;2265.0;436.0;1;1;1;1331.0;2.0;1;7.647786045440933;1.0;3;0;0;1
Revue Thommen;Quartz;Gold/Steel;Leather;2022.0;Used (Very good);Original box, no original papers;Men's watch/Unisex;1029.0;Item is in stock;Rectangular;884.0;Sapphire crystal;Green;Brown;580.0;419.0;0;0;0;448.0;4.0;1;6.937314081223682;0.0;2;0;0;1
Ball;Automatic;Steel;Steel;2023.0;New;Original box, original papers;Men's watch/Unisex;1699.0;Item is in stock;Circular;628.0;Sapphire crystal;White;Steel;1463.0;347.0;1;1;1;1009.0;3.0;1;7.438383530044307;1.0;3;0;0;1
Fortis;Automatic;Steel;Leather;2022.0;Used (Very good);Original box, original papers;Men's watch/Unisex;2924.0;Item is in stock;Circular;725.7325000000001;Sapphire crystal;Black;Black;701.0;76.0;1;1;1;596.0;4.0;1;7.981049759665957;1.0;3;0;0;1
Chronoswiss;Automatic;Steel;Crocodile skin;2005.0;Used (Good);No original box, no original papers;Men's watch/Unisex;1300.0;Item is in stock;Circular;566.77;Plastic;Silver;Black;580.0;419.0;0;0;0;448.0;21.0;1;7.170888478512505;0.0;0;0;0;1
Franck Muller;Automatic;Steel;Leather;2023.0;Used (Very good);No original box, no original papers;Men's watch/Unisex;7595.0;Item is in stock;Circular;692.37;Sapphire crystal;Black;Black;226.0;170.0;1;1;1;193.0;3.0;1;8.935377071932177;1.0;0;0;0;1
Garmin;Smartwatch;Titanium;Rubber;2024.0;New;Original box, original papers;Men's watch/Unisex;1234.0;Item available on request;Circular;1020.8925;Sapphire crystal;Black;Black;14956.0;4177.0;0;1;1;10180.0;2.0;1;7.118826249062078;0.6666666666666666;3;0;0;1
Ming;Automatic;Titanium;Titanium;2021.0;Used (Very good);Original box, original papers;Men's watch/Unisex;12000.0;Item is in stock;Circular;675.983125;Sapphire crystal;Black;Steel;580.0;419.0;0;0;0;448.0;5.0;1;9.392745258631441;0.0;3;0;0;1
Movado;Quartz;Steel;Leather;1988.0;Like new & unworn;Original box, original papers;Women's watch;825.0;Item is in stock;Rectangular;840.0;Sapphire crystal;Mother of pearl;Black;547.0;2782.0;0;1;1;372.0;38.0;0;6.716594773520978;0.6666666666666666;3;0;0;0
Swiss Military;Quartz;Steel;Calf skin;2022.5;Like new & unworn;Original box, original papers;Men's watch/Unisex;237.0;Item is in stock;Circular;759.88;Sapphire crystal;Black;Green;14650.0;5537.0;1;1;1;7437.0;3.5;1;5.472270673671475;1.0;3;0;0;1
Urwerk;Automatic;Steel;Leather;2021.0;Used (Very good);Original box, original papers;Men's watch/Unisex;42500.0;Item is in stock;Circular;659.7925;Sapphire crystal;Silver;Black;958.0;504.0;0;0;1;810.0;5.0;1;10.657282884047461;0.3333333333333333;3;0;0;1
Norqain;Automatic;Steel;Rubber;2024.0;New;Original box, original papers;Men's watch/Unisex;3412.0;Item needs to be procured;Circular;628.0;Sapphire crystal;Green;Black;1267.0;2618.0;1;1;1;750.0;2.0;1;8.135346948906706;1.0;3;0;0;0
Perseo;Manual winding;Steel;Leather;1975.0;Used (Very good);No original box, no original papers;Men's watch/Unisex;271.0;Item is in stock;Circular;537.3325;Sapphire crystal;White;Brown;580.0;419.0;0;0;0;448.0;51.0;0;5.605802066295998;0.0;0;0;0;1
Ball;Automatic;Steel;Steel;2022.0;Used (Very good);Original box, original papers;Men's watch/Unisex;1950.0;Item is in stock;Circular;692.37;Sapphire crystal;Black;Steel;580.0;419.0;0;0;0;448.0;4.0;1;7.576097340623111;0.0;3;0;0;1
Cvstos;Automatic;Steel;Crocodile skin;2021.0;New;Original box, original papers;Men's watch/Unisex;14397.0;Item is in stock;Rectangular;2201.7000000000003;Sapphire crystal;Black;Grey;42.0;73.0;0;1;1;34.0;5.0;1;9.574844587029249;0.6666666666666666;3;0;0;0
Hebdomas;Manual winding;Steel;Leather;1990.0;Used (Very good);No original box, no original papers;Men's watch/Unisex;672.0;Item needs to be procured;Circular;692.37;Plexiglass;White;Black;653.0;257.0;0;1;1;462.0;36.0;0;6.511745329644728;0.6666666666666666;0;0;0;1
Orient;Automatic;Steel;Leather;2023.0;New;Original box, original papers;Men's watch/Unisex;179.0;Item is in stock;Circular;659.7925;Mineral Glass;Grey;Brown;379.0;448.0;0;0;1;235.0;3.0;1;5.19295685089021;0.3333333333333333;3;0;0;0
Marvin;Automatic;Steel;Leather;1957.5;Used (Fair);No original box, no original papers;Men's watch/Unisex;1302.0;Item is in stock;Circular;628.0;Sapphire crystal;Blue;Black;580.0;419.0;0;0;0;448.0;68.5;0;7.172424577124845;0.0;0;0;0;1
Mido;Automatic;Steel;Steel;2023.0;New;Original box, no original papers;Women's watch;656.0;Item is in stock;Circular;216.758125;Sapphire crystal;Champagne;Gold;320.0;941.0;1;1;1;163.0;3.0;1;6.48768401848461;1.0;2;0;0;0
Spinnaker;Quartz;Steel;Calf skin;2024.0;Like new & unworn;Original box, original papers;Men's watch/Unisex;237.0;Item is in stock;Circular;692.37;Mineral Glass;Black;Black;14650.0;5537.0;1;1;1;7437.0;2.0;1;5.472270673671475;1.0;3;0;0;1
Gérald Genta;Automatic;Steel;Calf skin;1999.0;Used (Very good);No original box, no original papers;Men's watch/Unisex;4560.0;Item needs to be procured;Circular;692.37;Sapphire crystal;White;Black;720.0;984.0;0;1;1;540.0;27.0;0;8.4252971767117;0.6666666666666666;0;0;0;0
H.Moser & Cie.;Automatic;Steel;Leather;2022.0;Used (Very good);Original box, original papers;Men's watch/Unisex;19950.0;Item is in stock;Circular;628.0;Sapphire crystal;Green;Grey;3088.0;1614.0;0;1;1;2340.0;4.0;1;9.901034546375062;0.6666666666666666;3;0;0;1
Poljot;Manual winding;Steel;Leather;1992.0;Used (Fair);No original box, no original papers;Men's watch/Unisex;173.0;Item is in stock;Rectangular;1710.0;Sapphire crystal;Black;Brown;580.0;419.0;0;0;0;448.0;34.0;0;5.159055299214529;0.0;0;0;0;1
Ingersoll;Automatic;Steel;Leather;2020.0;Like new & unworn;Original box, original papers;Men's watch/Unisex;21.0;Item is in stock;Circular;692.37;Sapphire crystal;Black;Black;14650.0;5537.0;1;1;1;7437.0;6.0;1;3.091042453358316;1.0;3;1;0;1
Czapek;Automatic;Titanium;Alligator skin;2021.0;Used (Very good);Original box, original papers;Men's watch/Unisex;26817.0;Item is in stock;Circular;708.953125;Sapphire crystal;Black;Black;580.0;419.0;0;0;0;448.0;5.0;1;10.196828582839588;0.0;3;0;0;1
Richard Mille;Automatic;Carbon;Rubber;2022.0;Used (Very good);Original box, original papers;Men's watch/Unisex;315000.0;Item is in stock;Rectangular;1905.6;Sapphire crystal;Skeletonized;Black;54.0;162.0;1;1;1;41.0;4.0;1;12.660331092405906;1.0;3;0;0;0
Seiko;Quartz;Gold/Steel;Gold/Steel;1985.0;Used (Good);No original box, no original papers;Men's watch/Unisex;395.0;Item is in stock;Rectangular;1634.0;Mineral Glass;Silver;Black;1395.0;1103.0;1;1;1;862.0;41.0;0;5.981414211254481;1.0;0;0;0;1
Zeno-Watch Basel;Automatic;Steel;Leather;2000.0;Used (Very good);Original box, no original papers;Men's watch/Unisex;785.0;Item is in stock;Circular;708.953125;Sapphire crystal;Black;Brown;580.0;419.0;0;0;0;448.0;26.0;1;6.666956792429207;0.0;2;0;0;1
Hermès;Automatic;Titanium;Rubber;2023.0;Used (Very good);Original box, original papers;Men's watch/Unisex;3126.0;Item needs to be procured;Circular;596.9925000000001;Sapphire crystal;Grey;Black;871.0;115.0;0;1;1;639.0;3.0;1;8.047829357457841;0.6666666666666666;3;0;0;1
Chronoswiss;Automatic;Yellow gold;Steel;2000.0;Like new & unworn;Original box, original papers;Men's watch/Unisex;18500.0;Item is in stock;Rectangular;1710.0;Sapphire crystal;Skeletonized;Steel;425.0;61.0;1;0;1;349.0;26.0;1;9.825580063659602;0.6666666666666666;3;0;0;1
Cuervo y Sobrinos;Automatic;Steel;Leather;2024.0;New;Original box, original papers;Men's watch/Unisex;2058.0;Item is in stock;Circular;581.783125;Sapphire crystal;Champagne;Brown;935.0;253.0;1;1;1;671.0;2.0;1;7.629975707027789;1.0;3;0;0;1
Richard Mille;Automatic;Rose gold;Rubber;2023.0;New;Original box, original papers;Men's watch/Unisex;355000.0;Item is in stock;Rectangular;1817.856;Sapphire crystal;Skeletonized;Grey;1153.0;340.0;1;1;1;859.0;3.0;1;12.779875885354993;1.0;3;0;0;1
Formex;Automatic;Steel;Rubber;2024.0;New;Original box, original papers;Men's watch/Unisex;1527.0;Item needs to be procured;Rectangular;2107.0;Sapphire crystal;Black;Black;1076.0;1330.0;1;1;1;945.0;2.0;1;7.331714969726466;1.0;3;0;0;0
Audemars Piguet;Automatic;Titanium;Titanium;2024.0;Like new & unworn;Original box, original papers;Men's watch/Unisex;229995.0;Item is in stock;Circular;596.9925000000001;Sapphire crystal;Red;Black;55.0;370.0;0;1;1;33.0;2.0;1;12.345817196449755;0.6666666666666666;3;0;0;0
Gevril;Automatic;Steel;Leather;2022.0;Like new & unworn;Original box, original papers;Men's watch/Unisex;3399.0;Item is in stock;Circular;566.77;Sapphire crystal;Black;Black;903.0;437.0;1;1;1;603.0;4.0;1;8.131530710604252;1.0;3;0;0;1
Timex;Automatic;Steel;Steel;1974.0;Used (Good);No original box, no original papers;Men's watch/Unisex;185.0;Item is in stock;Rectangular;1435.0;Plexiglass;Silver;Steel;1395.0;1103.0;1;1;1;862.0;52.0;0;5.225746673713202;1.0;0;0;0;1
Junghans;Manual winding;Steel;Leather;1975.0;Used (Good);No original box, no original papers;Men's watch/Unisex;184.0;Item is in stock;Circular;2091.6325;Plastic;Black;Black;580.0;419.0;0;0;0;448.0;51.0;0;5.220355825078324;0.0;0;0;0;1
Wyler Vetta;Automatic;Steel;Leather;2020.0;Like new & unworn;Original box, original papers;Men's watch/Unisex;1679.0;Item is in stock;Circular;692.37;Sapphire crystal;Black;Red;580.0;419.0;0;0;0;448.0;6.0;1;7.426549072397305;0.0;3;0;0;1
Davosa;Automatic;Steel;Leather;2024.0;New;Original box, original papers;Women's watch;921.0;Item is in stock;Circular;401.92;Sapphire crystal;White;Blue;77.0;339.0;1;1;1;54.0;2.0;1;6.826545223556594;1.0;3;0;0;0
Hamilton;Quartz;Steel;Leather;2024.0;New;Original box, original papers;Men's watch/Unisex;329.0;Item is in stock;Circular;537.3325;Sapphire crystal;White;Silver;379.0;448.0;0;0;1;235.0;2.0;1;5.799092654460526;0.3333333333333333;3;0;0;0
Concord;Automatic;Steel;Leather;2014.0;Used (Good);No original box, no original papers;Men's watch/Unisex;1549.0;Item is in stock;Circular;759.88;Sapphire crystal;Black;Black;256.0;66.0;1;0;1;218.0;12.0;1;7.346010209913293;0.6666666666666666;0;0;0;1
Raymond Weil;Automatic;Steel;Leather;2020.0;Like new & unworn;Original box, original papers;Men's watch/Unisex;1346.0;Item needs to be procured;Circular;692.37;Sapphire crystal;Skeletonized;Black;720.0;984.0;0;1;1;540.0;6.0;1;7.205635176410364;0.6666666666666666;3;0;0;0
Eterna;Automatic;Steel;Steel;1965.0;Used (Very good);No original box, no original papers;Men's watch/Unisex;868.0;Item is in stock;Circular;628.0;Plexiglass;Silver;Silver;580.0;419.0;0;0;0;448.0;61.0;0;6.767343125265392;0.0;0;0;0;1
